Brand,Model,Variant,CC,Fuel_Type,Price_in_lakh,Transmission,Mileage_kmpl/kmkg(cng),Bhp,Rating,Value_Score
TATA,Tiago NRG,XZ MT,1199,Petrol,7.2,Manual,20.09,85,4.7,237.1736111
TATA,Tiago NRG,XZA,1199,Petrol,7.75,Automatic (AMT),20.09,85,4.7,220.3419355
TATA,Tiago NRG,XZ iCNG,1199,CNG,8.2,Manual,26.49,74,4.7,239.0560976
TATA,Tiago NRG,XZA iCNG,1199,CNG,8.75,Automatic(AMT),26.49,74,4.7,224.0297143
TATA,Tigor EV,XE,26,Electric,12.49,Automatic,315,73.75,3.5,1859.98799
TATA,Tigor EV,XT,26,Electric,12.99,Automatic,315,73.75,3.5,1788.394919
TATA,Tigor EV,XZ Plus,26,Electric,13.49,Automatic,315,73.75,3.5,1722.10897
TATA,Tigor EV,XZ Plus LUX,26,Electric,13.75,Automatic,315,73.75,3.5,1689.545455
Hyundai,Creta,E 1.5,1497,Petrol,11.11,Manual,15.82,113,4.7,160.9054905
Hyundai,Creta,EX 1.5,1497,Petrol,12.32,Manual,15.82,113,4.7,145.1022727
Hyundai,Creta,E 1.5,1493,Diesel,12.69,Manual,19.25,114,4.7,172.9314421
Hyundai,Creta,EX (O) 1.5,1497,Petrol,12.97,Manual,15.82,113,4.7,137.8303778
Hyundai,Creta,S 1.5,1497,Petrol,13.54,Manual,15.82,113,4.7,132.028065
Hyundai,Creta,EX 1.5,1493,Diesel,13.92,Manual,19.25,114,4.7,157.6508621
Hyundai,Creta,EX (O) 1.5 CVT,1497,Petrol,14.37,Automatic (CVT),16.67,113,4.7,131.0862909
Hyundai,Creta,S (O) 1.5,1497,Petrol,14.47,Manual,15.82,113,4.7,123.5425017
Hyundai,Creta,EX (O) 1.5,1493,Diesel,14.56,Manual,19.25,114,4.7,150.7211538
Hyundai,Creta,S (O) 1.5 Knight Edition,1497,Petrol,14.62,Manual,15.82,113,4.7,122.2749658
Hyundai,Creta,S (O) 1.5 Titan Grey Matte Knight Edition,1497,Petrol,14.67,Manual,15.82,113,4.7,121.858214
Hyundai,Creta,S (O) 1.5 Knight Edition Dual Tone,1497,Petrol,14.77,Manual,15.82,113,4.7,121.0331754
Hyundai,Creta,S 1.5,1493,Diesel,15,Manual,19.25,114,4.7,146.3
Hyundai,Creta,SX 1.5,1497,Petrol,15.41,Manual,15.82,113,4.7,116.0064893
Hyundai,Creta,SX 1.5 Dual Tone,1497,Petrol,15.56,Manual,15.82,113,4.7,114.8881748
Hyundai,Creta,EX (O) 1.5 AT,1493,Diesel,15.96,Automatic (TC),18,114,4.7,128.5714286
Hyundai,Creta,S (O) 1.5 CVT,1497,Petrol,15.97,Automatic (CVT),16.67,113,4.7,117.9530369
Hyundai,Creta,S (O) 1.5,1493,Diesel,16.05,Manual,19.25,114,4.7,136.728972
Hyundai,Creta,SX Tech 1.5,1497,Petrol,16.09,Manual,15.82,113,4.7,111.1037912
Hyundai,Creta,S (O) 1.5 CVT Knight Edition,1497,Petrol,16.12,Automatic (CVT),16.67,113,4.7,116.8554591
Hyundai,Creta,S (O) 1.5 CVT titan Grey Matte Knight Edition,1497,Petrol,16.17,Automatic (CVT),16.67,113,4.7,116.4941249
Hyundai,Creta,SX 1.5 Premium,1497,Petrol,16.18,Manual,15.82,113,4.7,110.4857849
Hyundai,Creta,S (O) 1.5 Knight Edition,1493,Diesel,16.2,Manual,19.25,114,4.7,135.462963
Hyundai,Creta,SX Tech 1.5 Dual Tone,1497,Petrol,16.24,Manual,15.82,113,4.7,110.0775862
Hyundai,Creta,S (O) 1.5 Titan Grey Matte Knight Edition,1493,Diesel,16.25,Manual,19.25,114,4.7,135.0461538
Hyundai,Creta,S (O) 1.5 CVT  Knight Edition Dual Tone,1497,Petrol,16.27,Automatic (CVT),16.67,113,4.7,115.7781192
Hyundai,Creta,S (O) 1.5 Knight Edition Dual Tone,1493,Diesel,16.35,Manual,19.25,114,4.7,134.2201835
Hyundai,Creta,SX (O) 1.5,1497,Petrol,17.46,Manual,15.82,113,4.7,102.3860252
Hyundai,Creta,S (O) 1.5 AT,1493,Diesel,17.55,Automatic (TC),18,114,4.7,116.9230769
Hyundai,Creta,SX (O) 1.5 Titan Grey Matte Knight Edition,1497,Petrol,17.58,Manual,15.82,113,4.7,101.6871445
Hyundai,Creta,SX Tech 1.5 CVT,1497,Petrol,17.59,Automatic (CVT),16.67,113,4.7,107.0898238
Hyundai,Creta,SX (O) 1.5 Knight Edition,1497,Petrol,17.61,Manual,15.82,113,4.7,101.5139125
Hyundai,Creta,SX (O) 1.5 Dual Tone,1497,Petrol,17.61,Manual,15.82,113,4.7,101.5139125
Hyundai,Creta,SX Tech 1.5,1493,Diesel,17.68,Manual,19.25,114,4.7,124.1233032
Hyundai,Creta,SX 1.5 Premium CVT,1497,Petrol,17.68,Automatic (CVT),16.67,113,4.7,106.5446833
Hyundai,Creta,S (O) 1.5 AT Knight Edition,1493,Diesel,17.7,Automatic (TC),18,114,4.7,115.9322034
Hyundai,Creta,SX Tech 1.5 CVT Dual Tone,1497,Petrol,17.74,Automatic (CVT),16.67,113,4.7,106.1843292
Hyundai,Creta,S (O) 1.5 AT Titan Grey Matte Knight Edition,1493,Diesel,17.75,Automatic (TC),18,114,4.7,115.6056338
Hyundai,Creta,SX (O) 1.5 Knight Edition Dual Tone,1497,Petrol,17.76,Manual,15.82,113,4.7,100.6565315
Hyundai,Creta,SX 1.5 Premium,1493,Diesel,17.77,Manual,19.25,114,4.7,123.4946539
Hyundai,Creta,SX Tech 1.5 Dual Tone,1493,Diesel,17.83,Manual,19.25,114,4.7,123.0790802
Hyundai,Creta,S (O) 1.5 AT Knight Edition Dual Tone,1493,Diesel,17.85,Automatic (TC),18,114,4.7,114.9579832
Hyundai,Creta,SX (O) 1.5 CVT,1497,Petrol,18.92,Automatic (CVT),16.67,113,4.7,99.56183932
Hyundai,Creta,SX (O) 1.5 CVT Titan Grey Matte Knight Edition,1497,Petrol,19.04,Automatic (CVT),16.67,113,4.7,98.93434874
Hyundai,Creta,SX (O) 1.5,1493,Diesel,19.05,Manual,19.25,114,4.7,115.1968504
Hyundai,Creta,SX (O) 1.5 CVT Knight Edition,1497,Petrol,19.07,Automatic (CVT),16.67,113,4.7,98.77871002
Hyundai,Creta,SX (O) 1.5 CVT Dual Tone,1497,Petrol,19.07,Automatic (CVT),16.67,113,4.7,98.77871002
Hyundai,Creta,SX (O) 1.5 Dual Tone,1493,Diesel,19.12,Manual,19.25,114,4.7,114.7751046
Hyundai,Creta,SX (O) 1.5 CVT Knight Edition Dual Tone,1497,Petrol,19.14,Automatic (CVT),16.67,113,4.7,98.41745037
Hyundai,Creta,SX (O) 1.5 Titan Grey Matte Knight Edition,1493,Diesel,19.17,Manual,19.25,114,4.7,114.4757433
Hyundai,Creta,SX (O) 1.5 Knight Edition,1493,Diesel,19.2,Manual,19.25,114,4.7,114.296875
Hyundai,Creta,SX (O) 1.5 Knight Edition Dual Tone,1493,Diesel,19.35,Manual,19.25,114,4.7,113.4108527
Hyundai,Creta,SX (O) 1.5 AT,1493,Diesel,20,Automatic (TC),18,114,4.7,102.6
Hyundai,Creta,SX (O) 1.5 AT Dual Tone,1493,Diesel,20.15,Automatic (TC),18,114,4.7,101.8362283
Hyundai,Creta,SX (O) 1.5 Turbo DCT,1482,Petrol,20.19,Automatic (DCT),17.5,158,4.7,136.9489846
Hyundai,Creta,SX (O) 1.5 AT Titan Grey Matte Knight Edition,1493,Diesel,20.32,Automatic (TC),18,114,4.7,100.984252
Hyundai,Creta,SX (O) 1.5 Turbo DCT Dual Tone,1482,Petrol,20.34,Automatic (DCT),17.5,158,4.7,135.9390364
Hyundai,Creta,SX (O) 1.5 AT Knight Edition,1493,Diesel,20.35,Automatic (TC),18,114,4.7,100.8353808
Hyundai,Creta,SX (O) 1.5 AT Knight Edition Dual Tone,1493,Diesel,20.5,Automatic (TC),18,114,4.7,100.097561
Hyundai,Venue,E 1.2,1197,Petrol,7.94,Manual,17.5,82,4.6,180.7304786
Hyundai,Venue,E Plus 1.2,1197,Petrol,8.32,Manual,17.5,82,4.6,172.4759615
Hyundai,Venue,S 1.2,1197,Petrol,9.28,Manual,17.5,82,4.6,154.6336207
Hyundai,Venue,S Plus 1.2 MT,1197,Petrol,9.53,Manual,16,82,4.6,137.6705142
Hyundai,Venue,S (O) Plus 1.2,1197,Petrol,10,Manual,17.5,82,4.6,143.5
Hyundai,Venue,S (O) 1.2,1197,Petrol,10,Manual,17.5,82,4.6,143.5
Hyundai,Venue,Executive 1.0 Turbo MT,998,Petrol,10,Manual,18.07,118,4.6,213.226
Hyundai,Venue,S (O) 1.2 Knight Edition,1197,Petrol,10.35,Manual,20.36,82,4.6,161.3062802
Hyundai,Venue,S (O) Plus 1.2 Adventure Edition,1197,Petrol,10.37,Manual,17.5,82,4.6,138.3799421
Hyundai,Venue,SX Executive 1.2 MT,1197,Petrol,10.79,Manual,20.36,82,4.6,154.7284523
Hyundai,Venue,S Plus 1.5 CRDi,1493,Diesel,10.8,Manual,23.4,113,4.6,244.8333333
Hyundai,Venue,S (O) 1.0 Turbo MT,998,Petrol,10.84,Manual,17.5,118,4.6,190.498155
Hyundai,Venue,SX 1.2,1197,Petrol,11.14,Manual,17.5,82,4.6,128.8150808
Hyundai,Venue,SX 1.2 Dual Tone,1197,Petrol,11.29,Manual,17.5,82,4.6,127.1036315
Hyundai,Venue,SX 1.2 Adventure Edition,1197,Petrol,11.3,Manual,17.5,82,4.6,126.9911504
Hyundai,Venue,SX 1.2 Adventure Edition Dual Tone,1197,Petrol,11.45,Manual,17.5,82,4.6,125.3275109
Hyundai,Venue,SX 1.2 MT Knight Edition,1197,Petrol,11.47,Manual,17.5,82,4.6,125.1089799
Hyundai,Venue,SX 1.2 MT Knight Edition Dual Tone,1197,Petrol,11.62,Manual,17.5,82,4.6,123.4939759
Hyundai,Venue,S (O) 1.0 Turbo DCT,998,Petrol,11.95,Automatic(DCT),18.31,118,4.6,180.8016736
Hyundai,Venue,SX 1.5 CRDi,1493,Diesel,12.46,Manual,23.4,113,4.6,212.2150883
Hyundai,Venue,SX (O) MT 1.0 Turbo,998,Petrol,12.53,Manual,18.31,118,4.6,172.4325619
Hyundai,Venue,SX 1.5 CRDi Dual Tone,1493,Diesel,12.61,Manual,23.4,113,4.6,209.6907216
Hyundai,Venue,SX (O) MT 1.0 Turbo Dual Tone,998,Petrol,12.68,Manual,17.8,118,4.6,165.6466877
Hyundai,Venue,SX (O) 1.0 Turbo MT Knight Edition,998,Petrol,12.74,Manual,17.8,118,4.6,164.866562
Hyundai,Venue,SX (O) 1.0 Turbo MT Knight Edition Dual Tone,998,Petrol,12.89,Manual,17.8,118,4.6,162.9480217
Hyundai,Venue,SX (O) 1.0 Turbo DCT,998,Petrol,13.32,Automatic(DCT),18.31,118,4.6,162.2057057
Hyundai,Venue,SX (O) MT 1.5,1493,Diesel,13.38,Manual,24.2,114,4.6,206.1883408
Hyundai,Venue,SX (O) 1.0 Turbo DCT Knight Edition,998,Petrol,13.42,Automatic(DCT),18.31,118,4.6,160.9970194
Hyundai,Venue,SX (O) 1.0 Turbo DCT Adventure Edition,998,Petrol,13.47,Automatic(DCT),18.31,118,4.6,160.3994061
Hyundai,Venue,SX (O) 1.0 Turbo  DCT Dual Tone,998,Petrol,13.47,Automatic(DCT),18.31,118,4.6,160.3994061
Hyundai,Venue,SX (O) MT 1.5 Dual Tone,1493,Diesel,13.53,Manual,23.4,114,4.6,197.1618625
Hyundai,Venue,SX (O) 1.0 Turbo DCT Knight Edition Dual Tone,998,Petrol,13.57,Automatic(DCT),18.31,118,4.6,159.2173913
Hyundai,Venue,SX (O) 1.0 Turbo DCT Adventure Edition Dual Tone,998,Petrol,13.62,Automatic(DCT),18.31,118,4.6,158.6328928
Hyundai,Exter,EX 1.2 MT,1197,Petrol,6.21,Manual,19.4,82,4.7,256.1674718
Hyundai,Exter,EX (O) 1.2 MT,1197,Petrol,6.56,Manual,19.4,82,4.7,242.5
Hyundai,Exter,EX 1.2 CNG Duo MT,1197,CNG,7.51,Manual,27.1,82,4.7,295.8988016
Hyundai,Exter,S Smart 1.2 MT,1197,Petrol,7.68,Manual,19.4,82,4.7,207.1354167
Hyundai,Exter,S 1.2 MT,1197,Petrol,7.73,Manual,19.4,82,4.7,205.7956016
Hyundai,Exter,S Plus 1.2 MT,1197,Petrol,7.93,Manual,19.4,82,4.7,200.6052963
Hyundai,Exter,SX Smart 1.2 MT,1197,Petrol,8.16,Manual,19.4,82,4.7,194.9509804
Hyundai,Exter,SX 1.2 MT,1197,Petrol,8.31,Manual,19.4,82,4.7,191.4320096
Hyundai,Exter,S Smart 1.2 AMT,1197,Petrol,8.39,Automatic (AMT),19.2,82,4.7,187.6519666
Hyundai,Exter,S 1.2  AMT,1197,Petrol,8.44,Automatic (AMT),19.2,82,4.7,186.5402844
Hyundai,Exter,SX 1.2 MT Knight Edition,1197,Petrol,8.46,Manual,19.4,82,4.7,188.0378251
Hyundai,Exter,SX Tech MT,1197,Petrol,8.51,Manual,19.4,82,4.7,186.93302
Hyundai,Exter,SX 1.2 MT Dual Tone,1197,Petrol,8.55,Manual,19.4,82,4.7,186.0584795
Hyundai,Exter,S Executive 1.2 Hy MT,1197,CNG,8.56,Manual,27.1,68,4.7,215.2803738
Hyundai,Exter,S Smart 1.2 HY Duo,1197,CNG,8.63,Manual,27.1,68,4.7,213.5341831
Hyundai,Exter,S Plus 1.2 AMT,1197,Petrol,8.64,Automatic (AMT),19.2,82,4.7,182.2222222
Hyundai,Exter,S Executive 1.2 Hy Duo MT,1197,CNG,8.65,Manual,27.1,68,4.7,213.0404624
Hyundai,Exter,SX 1.2 MT Knight Edition Dual Tone,1197,Petrol,8.7,Manual,19.4,82,4.7,182.8505747
Hyundai,Exter,SX Smart 1.2 AMT,1197,Petrol,8.83,Automatic (AMT),19.2,82,4.7,178.3012458
Hyundai,Exter,S Plus Executive 1.2 Hy Duo MT,1197,CNG,8.86,Manual,27.1,68,4.7,207.9909707
Hyundai,Exter,SX (O) 1.2 MT,1197,Petrol,8.95,Manual,19.4,82,4.7,177.7430168
Hyundai,Exter,SX 1.2 AMT,1197,Petrol,8.98,Automatic (AMT),19.2,82,4.7,175.3229399
Hyundai,Exter,SX 1.2 AMT Knight Edition,1197,Petrol,9.13,Automatic (AMT),19.2,82,4.7,172.4424973
Hyundai,Exter,SX Tech 1.2 AMT,1197,Petrol,9.18,Automatic (AMT),19.2,82,4.7,171.503268
Hyundai,Exter,SX Smart 1.2 HY Duo,1197,CNG,9.18,Manual,27.1,68,4.7,200.7407407
Hyundai,Exter,SX 1.2 AMT Dual Tone,1197,Petrol,9.23,Automatic (AMT),19.2,82,4.7,170.5742145
Hyundai,Exter,SX 1.2 CNG MT,1197,CNG,9.25,Manual,27.1,68,4.7,199.2216216
Hyundai,Exter,SX 1.2 MT Hy Duo,1197,CNG,9.33,Manual,27.1,68,4.7,197.5133976
Hyundai,Exter,SX 1.2 AMT Knight Edition Dual Tone,1197,Petrol,9.38,Automatic (AMT),19.2,82,4.7,167.8464819
Hyundai,Exter,SX 1.2 MT Knight Edition Hy Duo,1197,CNG,9.48,Manual,27.1,68,4.7,194.3881857
Hyundai,Exter,SX Tech 1.2 HY DUO MT,1197,CNG,9.53,Manual,27.1,68,4.7,193.3683106
Hyundai,Exter,SX (O) 1.2 AMT,1197,Petrol,9.62,Automatic (AMT),19.2,82,4.7,163.6590437
Hyundai,Exter,SX (O) Connect 1.2 MT,1197,Petrol,9.64,Manual,19.4,82,4.7,165.0207469
Hyundai,Exter,SX (O) Connect 1.2 MT Knight Edition,1197,Petrol,9.79,Manual,19.4,82,4.7,162.4923391
Hyundai,Exter,SX (O) Connect 1.2 MT Dual Tone,1197,Petrol,9.79,Manual,19.4,82,4.7,162.4923391
Hyundai,Exter,SX (O) Connect 1.2 MT Knight Edition Dual Tone,1197,Petrol,9.94,Manual,19.4,82,4.7,160.0402414
Hyundai,Exter,SX (O) Connect 1.2 AMT,1197,Petrol,10,Automatic (AMT),19.2,82,4.7,157.44
Hyundai,Exter,SX (O) Connect 1.2 AMT Knight Edition,1197,Petrol,10.15,Automatic (AMT),19.2,82,4.7,155.1133005
Hyundai,Exter,SX (O) Connect 1.2 AMT Dual Tone,1197,Petrol,10.36,Automatic (AMT),19.2,82,4.7,151.969112
Hyundai,Exter,SX (O) Connect 1.2 AM Knight Edition Dual Tone,1197,Petrol,10.51,Automatic (AMT),19.2,82,4.7,149.8001903
Hyundai,Grand i10 Nios,Era 1.2 Kappa,1197,Petrol,5.98,Manual,19.8,82,4.5,271.5050167
Hyundai,Grand i10 Nios,Magna 1.2 Kappa,1197,Petrol,6.84,Manual,19.8,82,4.5,237.3684211
Hyundai,Grand i10 Nios,Corporate 1.2 Kappa,1197,Petrol,7.09,Manual,19.8,82,4.5,228.9985896
Hyundai,Grand i10 Nios,Sportz 1.2 Kappa VTVT,1197,Petrol,7.42,Manual,19.8,82,4.5,218.8140162
Hyundai,Grand i10 Nios,Magna 1.2 Kappa AMT,1197,Petrol,7.49,Automatic (AMT),16,82,4.5,175.1668892
Hyundai,Grand i10 Nios,Sportz 1.2 Kappa Dual Tone,1197,Petrol,7.67,Manual,19.8,82,4.5,211.6818774
Hyundai,Grand i10 Nios,Sportz (O) 1.2 Kappa VTVT,1197,Petrol,7.72,Manual,19.8,82,4.5,210.3108808
Hyundai,Grand i10 Nios,Corporate 1.2 Kappa AMT,1197,Petrol,7.74,Automatic (AMT),16,82,4.5,169.5090439
Hyundai,Grand i10 Nios,Magna 1.2 Hy-CNG Duo,1197,CNG,7.84,Manual,27,68,4.5,234.1836735
Hyundai,Grand i10 Nios,Sportz 1.2 Kappa AMT,1197,Petrol,7.99,Automatic (AMT),16,82,4.5,164.2052566
Hyundai,Grand i10 Nios,Asta 1.2 Kappa,1197,Petrol,8.06,Manual,19.8,82,4.5,201.439206
Hyundai,Grand i10 Nios,Sportz (O) 1.2 Kappa AMT,1197,Petrol,8.29,Automatic (AMT),16,82,4.5,158.2629674
Hyundai,Grand i10 Nios,Sportz 1.2 Kappa,1197,CNG,8.3,Manual,27,68,4.5,221.2048193
Hyundai,Grand i10 Nios,Sportz 1.2 Hy-CNG Duo,1197,CNG,8.38,Manual,27,68,4.5,219.0930788
Hyundai,Grand i10 Nios,Asta 1.2 Kappa AMT,1197,Petrol,8.62,Automatic (AMT),16,82,4.5,152.2041763
Hyundai,Verna,EX 1.5 MT,1497,Petrol,11.07,Manual,18.6,113,4.7,189.8644986
Hyundai,Verna,S 1.5 MT,1497,Petrol,12.37,Manual,18.6,113,4.7,169.9110752
Hyundai,Verna,SX 1.5 MT,1497,Petrol,13.15,Manual,18.6,113,4.7,159.8326996
Hyundai,Verna,S 1.5 IVT,1497,Petrol,13.62,Automatic (CVT),19.6,113,4.7,162.6138032
Hyundai,Verna,SX 1.5 IVT,1497,Petrol,14.4,Automatic (CVT),19.6,113,4.7,153.8055556
Hyundai,Verna,SX (O)1.5 MT,1497,Petrol,14.83,Manual,18.6,113,4.7,141.7262306
Hyundai,Verna,SX 1.5 Turbo MT,1482,Petrol,15,Manual,20,158,4.7,210.6666667
Hyundai,Verna,SX 1.5 Turbo MT Dual Tone,1482,Petrol,15,Manual,20,158,4.7,210.6666667
Hyundai,Verna,S (O) 1.5 Turbo DCT,1482,Petrol,15.27,Automatic (DCT),20.6,158,4.7,213.1499673
Hyundai,Verna,SX (O) 1.5 Turbo MT,1482,Petrol,16.16,Manual,20,158,4.7,195.5445545
Hyundai,Verna,SX (O) 1.5 Turbo MT Dual Tone,1482,Petrol,16.16,Manual,20,158,4.7,195.5445545
Hyundai,Verna,SX 1.5 Turbo DCT,1482,Petrol,16.25,Automatic (DCT),20.6,158,4.7,200.2953846
Hyundai,Verna,SX 1.5 Turbo DCT Dual Tone,1482,Petrol,16.25,Automatic (DCT),20.6,158,4.7,200.2953846
Hyundai,Verna,SX (O) 1.5 IVT,1497,Petrol,16.36,Automatic (CVT),19.6,113,4.7,135.3789731
Hyundai,Verna,SX (O) 1.5 Turbo DCT,1482,Petrol,17.55,Automatic (DCT),20.6,158,4.7,185.4586895
Hyundai,Verna,SX (O) 1.5 Turbo DCT Dual Tone,1482,Petrol,17.55,Automatic (DCT),20.6,158,4.7,185.4586895
Hyundai,i20,Era 1.2 MT,1197,Petrol,7.04,Manual,17.52,82,4.6,204.0681818
Hyundai,i20,Magna 1.2 MT,1197,Petrol,7.79,Manual,17.52,82,4.6,184.4210526
Hyundai,i20,Sportz 1.2 MT,1197,Petrol,8.42,Manual,17.52,82,4.6,170.6223278
Hyundai,i20,Sportz 1.2 MT Dual Tone,1197,Petrol,8.57,Manual,17.52,82,4.6,167.6359393
Hyundai,i20,Sportz (O) 1.2 MT,1197,Petrol,8.77,Manual,17.52,82,4.6,163.8129989
Hyundai,i20,Sportz (O) 1.2 MT Dual Tone,1197,Petrol,8.92,Manual,17.52,82,4.6,161.058296
Hyundai,i20,Asta 1.2 MT,1197,Petrol,9.38,Manual,17.52,82,4.6,153.1599147
Hyundai,i20,Sportz 1.2 IVT,1197,Petrol,9.47,Automatic (CVT),15.62,87,4.6,143.499472
Hyundai,i20,Sportz (O) 1.2 IVT,1197,Petrol,9.82,Automatic (CVT),15.62,87,4.6,138.3849287
Hyundai,i20,Asta (O) 1.2 MT,1197,Petrol,10,Manual,17.52,82,4.6,143.664
Hyundai,i20,Asta (O) 1.2 MT Dual Tone,1197,Petrol,10.18,Manual,17.52,82,4.6,141.1237721
Hyundai,i20,Asta (O) 1.2 IVT,1197,Petrol,11.1,Automatic (CVT),15.62,87,4.6,122.427027
Hyundai,i20,Asta (O) 1.2 IVT Dual Tone,1197,Petrol,11.25,Automatic (CVT),15.62,87,4.6,120.7946667
Hyundai,Aura,E 1.2,1197,Petrol,6.54,Manual,19.7,82,4.6,247.0030581
Hyundai,Aura,S 1.2,1197,Petrol,7.38,Manual,19.7,82,4.6,218.8888889
Hyundai,Aura,Corporate 1.2 MT,1197,Petrol,7.48,Manual,19.7,82,4.6,215.9625668
Hyundai,Aura,E 1.2,1197,CNG,7.55,Manual,25,68,4.6,225.1655629
Hyundai,Aura,SX 1.2,1197,Petrol,8.15,Manual,19.7,82,4.6,198.208589
Hyundai,Aura,S 1.2,1197,CNG,8.37,Manual,25,68,4.6,203.1063321
Hyundai,Aura,Corporate 1.2,1197,CNG,8.47,Manual,25,68,4.6,200.7083825
Hyundai,Aura,SX (O) 1.2,1197,Petrol,8.71,Manual,19.7,82,4.6,185.4649828
Hyundai,Aura,SX Plus 1.2 AMT,1197,Petrol,8.95,Automatic (AMT),17,82,4.6,155.7541899
Hyundai,Aura,SX 1.2,1197,CNG,9.11,Manual,25,68,4.6,186.6081229
Hyundai,Alcazar,Prestige 1.5 MT 7STR,1493,Diesel,17.22,Manual,20.4,114,4.6,135.0522648
Hyundai,Alcazar,Prestige 1.5 MT 7STR,1482,Petrol,17.22,Manual,17.5,158,4.6,160.5691057
Hyundai,Alcazar,Prestige Matte 1.5 7STR,1482,Petrol,17.37,Manual,17.5,158,4.6,159.1824986
Hyundai,Alcazar,Prestige Matte 1.5 7STR,1493,Diesel,17.37,Manual,20.4,114,4.6,133.8860104
Hyundai,Alcazar,Platinum 1.5 MT 7STR,1482,Petrol,19.6,Manual,17.5,158,4.6,141.0714286
Hyundai,Alcazar,Platinum 1.5 MT 7STR,1493,Diesel,19.6,Manual,20.4,114,4.6,118.6530612
Hyundai,Alcazar,Platinum 1.5 7STR Dual Tone,1482,Petrol,19.75,Manual,17.5,158,4.6,140
Hyundai,Alcazar,Platinum Matte 1.5 7STR,1482,Petrol,19.75,Manual,17.5,158,4.6,140
Hyundai,Alcazar,Platinum 1.5 7STR Dual Tone,1493,Diesel,19.75,Manual,20.4,114,4.6,117.7518987
Hyundai,Alcazar,Platinum Matte 1.5 7STR,1493,Diesel,19.75,Manual,20.4,114,4.6,117.7518987
Hyundai,Alcazar,Platinum 1.5 AT 7STR,1493,Diesel,20.95,Automatic (TC),18.1,114,4.6,98.49164678
Hyundai,Alcazar,Platinum 1.5 DCT 7STR,1482,Petrol,20.95,Automatic (DCT),18,158,4.6,135.75179
Hyundai,Alcazar,Platinum 1.5 DCT 6STR,1482,Petrol,21.04,Automatic (DCT),18,158,4.6,135.1711027
Hyundai,Alcazar,Platinum 1.5 AT 6STR,1493,Diesel,21.04,Automatic (TC),18.1,114,4.6,98.07034221
Hyundai,Alcazar,Platinum Matte 1.5 AT 7STR,1493,Diesel,21.1,Automatic (TC),18.1,114,4.6,97.79146919
Hyundai,Alcazar,Platinum 1.5 AT 7STR Dual Tone,1493,Diesel,21.1,Automatic (TC),18.1,114,4.6,97.79146919
Hyundai,Alcazar,Platinum 1.5 DCT 7STR Dual Tone,1482,Petrol,21.1,Automatic (DCT),18,158,4.6,134.7867299
Hyundai,Alcazar,Platinum Matte 1.5 DCT 7STR,1482,Petrol,21.1,Automatic (DCT),18,158,4.6,134.7867299
Hyundai,Alcazar,Platinum 1.5 DCT 6STR Dual Tone,1482,Petrol,21.19,Automatic (DCT),18,158,4.6,134.214252
Hyundai,Alcazar,Platinum Matte 1.5 AT 6STR,1493,Diesel,21.19,Automatic (TC),18.1,114,4.6,97.37612081
Hyundai,Alcazar,Platinum 1.5 AT 6STR Dual Tone,1493,Diesel,21.19,Automatic (TC),18.1,114,4.6,97.37612081
Hyundai,Alcazar,Platinum Matte 1.5 DCT 6STR,1482,Petrol,21.19,Automatic (DCT),18,158,4.6,134.214252
Hyundai,Alcazar,Signature 1.5 AT 7STR,1493,Diesel,21.39,Automatic (TC),18.1,114,4.6,96.46563815
Hyundai,Alcazar,Signature 1.5 DCT 7STR,1482,Petrol,21.39,Automatic (DCT),18,158,4.6,132.9593268
Hyundai,Alcazar,Signature 1.5 DCT 7STR Dual Tone,1482,Petrol,21.54,Automatic (DCT),18,158,4.6,132.0334262
Hyundai,Alcazar,Signature Matte 1.5 DCT 7STR,1482,Petrol,21.54,Automatic (DCT),18,158,4.6,132.0334262
Hyundai,Alcazar,Signature Matte 1.5 AT 7STR,1493,Diesel,21.54,Automatic (TC),18.1,114,4.6,95.79387187
Hyundai,Alcazar,Signature 1.5 AT 7STR Dual Tone,1493,Diesel,21.54,Automatic (TC),18.1,114,4.6,95.79387187
Hyundai,Alcazar,Signature 1.5 AT 6STR,1493,Diesel,21.59,Automatic (TC),18.1,114,4.6,95.57202409
Hyundai,Alcazar,Signature 1.5 DCT 6STR,1482,Petrol,21.59,Automatic (DCT),18,158,4.6,131.7276517
Hyundai,Alcazar,Signature Matte 1.5 AT 6STR,1493,Diesel,21.74,Automatic (TC),18.1,114,4.6,94.9126035
Hyundai,Alcazar,Signature 1.5 DCT 6STR Dual Tone,1482,Petrol,21.74,Automatic (DCT),18,158,4.6,130.8187672
Hyundai,Alcazar,Signature Matte 1.5 DCT 6STR,1482,Petrol,21.74,Automatic (DCT),18,158,4.6,130.8187672
Hyundai,Alcazar,Signature 1.5 AT 6STR Dual Tone,1493,Diesel,21.74,Automatic (TC),18.1,114,4.6,94.9126035
Hyundai,Creta Electric,Executive,42,Electric,17.99,Automatic,390,133,4.7,2883.268482
Hyundai,Creta Electric,Smart,42,Electric,19,Automatic,390,133,4.7,2730
Hyundai,Creta Electric,Smart (O),42,Electric,19.5,Automatic,390,133,4.7,2660
Hyundai,Creta Electric,Smart (O) Dual Tone / Matte,42,Electric,19.65,Automatic,390,133,4.7,2639.694656
Hyundai,Creta Electric,Premium,42,Electric,20,Automatic,390,133,4.7,2593.5
Hyundai,Creta Electric,Premium Dual Tone / Matte,42,Electric,20.15,Automatic,390,133,4.7,2574.193548
