Brand,Model,Variant,CC,Fuel_Type,Price_in_lakh,Transmission,Mileage_kmpl/kmkg(cng),Bhp,Rating,Value_Score
Skoda,Slavia,Monte Carlo 1.5 TSI DSG Dual tone,1498,Petrol,18.14,Automatic (DCT),19.36,148,4.7,157.9536935
Skoda,Slavia,Prestige 1.5L TSI DSG,1498,Petrol,18.24,Automatic (DCT),19.36,148,4.7,157.0877193
Skoda,Slavia,Prestige 1.5L TSI DSG (Carbon Steel Matte),1498,Petrol,18.34,Automatic (DCT),19.36,148,4.7,156.2311887
Skoda,Slavia,Prestige 1.5 TSI DSG Dual tone,1498,Petrol,18.34,Automatic (DCT),19.36,148,4.7,156.2311887
Skoda,Kushaq,Classic 1.0L TSI MT,999,Petrol,10.99,Manual,19.76,114,4.4,204.9717925
Skoda,Kushaq,Classic 1.0L TSI MT (Lava Blue),999,Petrol,11.09,Manual,19.76,114,4.4,203.1235347
Skoda,Kushaq,ONYX Edition 1.0 TSI AT,999,Petrol,13.59,Automatic (TC),18.09,114,4.4,151.7483444
Skoda,Kushaq,Onyx 1.0 TSI AT (Lava Blue & Deep Black),999,Petrol,13.69,Automatic (TC),18.09,114,4.4,150.6398831
Skoda,Kushaq,Signature 1.0L TSI MT,999,Petrol,14.88,Manual,19.76,114,4.4,151.3870968
Skoda,Kushaq,Sportline 1.0L TSI MT,999,Petrol,14.91,Manual,19.76,114,4.4,151.082495
Skoda,Kushaq,Signature 1.0 TSI MT (Lava Blue Deep Black & Carbon Steel Matte),999,Petrol,14.98,Manual,19.76,114,4.4,150.376502
Skoda,Kushaq,Sportline 1.0 TSI MT Dual Tone,999,Petrol,15.01,Manual,19.76,114,4.4,150.0759494
Skoda,Kushaq,Sportline 1.0 TSI MT (Lava Blue Deep Black & Carbon Steel Matte),999,Petrol,15.01,Manual,19.76,114,4.4,150.0759494
Skoda,Kushaq,Signature 1.0L TSI AT,999,Petrol,15.98,Automatic (TC),18.09,114,4.4,129.0525657
Skoda,Kushaq,Sportline 1.0L TSI AT,999,Petrol,16.01,Automatic (TC),18.09,114,4.4,128.8107433
Skoda,Kushaq,Signature 1.0 TSI AT (Lava Blue Deep Black & Carbon Steel Matte),999,Petrol,16.08,Automatic (TC),18.09,114,4.4,128.25
Skoda,Kushaq,Sportline 1.0 TSI AT Dual Tone,999,Petrol,16.11,Automatic (TC),18.09,114,4.4,128.0111732
Skoda,Kushaq,Sportline 1.0 TSI AT (Lava Blue Deep Black & Carbon Steel Matte),999,Petrol,16.11,Automatic (TC),18.09,114,4.4,128.0111732
Skoda,Kushaq,Monte Carlo 1.0L TSI MT,999,Petrol,16.12,Manual,19.76,114,4.4,139.7419355
Skoda,Kushaq,Monte Carlo 1.0 TSI MT (Carbon Steel Matte),999,Petrol,16.22,Manual,19.76,114,4.4,138.8803946
Skoda,Kushaq,Monte Carlo 1.0 TSI MT Dual Tone,999,Petrol,16.22,Manual,19.76,114,4.4,138.8803946
Skoda,Kushaq,Prestige 1.0L TSI MT,999,Petrol,16.31,Manual,19.76,114,4.4,138.1140405
Skoda,Kushaq,Prestige 1.0 TSI MT (Carbon Steel Matte),999,Petrol,16.41,Manual,19.76,114,4.4,137.2723949
Skoda,Kushaq,Prestige 1.0 TSI MT Dual Tone,999,Petrol,16.41,Manual,19.76,114,4.4,137.2723949
Skoda,Kushaq,Monte Carlo 1.0L TSI AT,999,Petrol,17.22,Automatic (TC),18.09,114,4.4,119.7595819
Skoda,Kushaq,Monte Carlo 1.0 TSI AT (Carbon Steel Matte),999,Petrol,17.32,Automatic (TC),18.09,114,4.4,119.0681293
Skoda,Kushaq,Monte Carlo 1.0 TSI AT Dual Tone,999,Petrol,17.32,Automatic (TC),18.09,114,4.4,119.0681293
Skoda,Kushaq,Prestige 1.0L TSI AT,999,Petrol,17.41,Automatic (TC),18.09,114,4.4,118.4526134
Skoda,Kushaq,Prestige 1.0 TSI AT (Carbon Steel Matte),999,Petrol,17.51,Automatic (TC),18.09,114,4.4,117.7761279
Skoda,Kushaq,Prestige 1.0 TSI AT Dual Tone,999,Petrol,17.51,Automatic (TC),18.09,114,4.4,117.7761279
Skoda,Kushaq,Sportline 1.5L TSI DSG,1498,Petrol,17.61,Automatic (DCT),18.86,148,4.4,158.5053947
Skoda,Kushaq,Sportline 1.5 TSI DSG (Lava Blue Deep Black & Carbon Steel Matte),1498,Petrol,17.71,Automatic (DCT),18.86,148,4.4,157.6103896
Skoda,Kushaq,Sportline 1.5 TSI DSG Dual Tone,1498,Petrol,17.71,Automatic (DCT),18.86,148,4.4,157.6103896
Skoda,Kushaq,Monte Carlo 1.5L TSI DSG,1498,Petrol,18.82,Automatic (DCT),18.86,148,4.4,148.314559
Skoda,Kushaq,Monte Carlo 1.5 TSI DSG (Carbon Steel Matte),1498,Petrol,18.92,Automatic (DCT),18.86,148,4.4,147.5306554
Skoda,Kushaq,Monte Carlo 1.5 TSI DSG Dual Tone,1498,Petrol,18.92,Automatic (DCT),18.86,148,4.4,147.5306554
Skoda,Kushaq,Prestige 1.5L TSI AT,1498,Petrol,19.01,Automatic (DCT),18.86,148,4.4,146.8321936
Skoda,Kushaq,Prestige 1.5 TSI DSG (Carbon Steel Matte),1498,Petrol,19.11,Automatic (DCT),18.86,148,4.4,146.0638409
Skoda,Kushaq,Prestige 1.5 TSI DSG Dual Tone,1498,Petrol,19.11,Automatic (DCT),18.86,148,4.4,146.0638409
Skoda,Kodiaq,Sportline,1984,Petrol,46.89,Automatic (DCT),14.86,201,4.8,63.69929623
Skoda,Kodiaq,L&K,1984,Petrol,48.69,Automatic (DCT),14.86,201,4.8,61.34442391
BMW,3 Series LWB,320Ld M Sport,1998,Diesel,62,Automatic (TC),19.61,188,5,59.46258065
BMW,3 Series LWB,330Li M Sport,1998,Petrol,62.6,Automatic (TC),15.39,255,5,62.69089457
BMW,3 Series LWB,320Ld M Sport Pro,1998,Diesel,65,Automatic (TC),19.61,188,5,56.71815385
BMW,Z4 M 40i,Z4 M 40i,2998,Petrol,92.9,Automatic (TC),12.09,335,4.7,43.59687836
BMW,Z4 M 40i,Pure Impulse AT,2998,Petrol,96.9,Automatic (TC),12.09,335,4.7,41.79721362
BMW,Z4 M 40i,Pure Impulse MT,2998,Petrol,97.9,Manual,12.09,335,4.7,41.37027579
BMW,iX1 LWB,eDrive20L M Sport,66.4,Electric,49,Automatic,531,204,5,2210.693878
BMW,iX1,xDrive30 M Sport,66.4,Electric,66.9,Automatic,417,308,4.3,1919.820628
BMW,X3,xDrive20 M Sport,1998,Petrol,75.8,Automatic (TC),13.38,188,4.8,33.18522427
BMW,X3,xDrive20d M Sport,1995,Diesel,77.8,Automatic (TC),17.86,194,4.8,44.53521851
BMW,X1,sDrive18i M Sport,1499,Petrol,50.8,Automatic (DCT),16.35,134,4.5,43.12795276
BMW,X1,sDrive18d M Sport,1995,Diesel,53.8,Automatic (DCT),20.37,148,4.5,56.03643123
BMW,5 Series,530Li M Sport (Titanium Bronze),1998,Petrol,72.9,Automatic (TC),15.7,255,4.8,54.91769547
BMW,5 Series,530Li M Sport (Aluminium Satinated),1998,Petrol,72.9,Automatic (TC),15.7,255,4.8,54.91769547
BMW,M340i,xDrive,2998,Petrol,74.9,Automatic (TC),13.02,369,4.8,64.14392523
BMW,i4,eDrive35 M Sport,70.2,Electric,72.5,Automatic,483,335.25,4.5,2233.458621
BMW,i4,eDrive40 M Sport,83.9,Electric,77.5,Automatic,590,335.25,4.5,2552.225806
BMW,X4,M40i xDrive,2998,Petrol,96.2,Automatic (TC),10.4,355,4.5,38.37837838
BMW,2 Series,Gran Coupe 220i M Sport,1998,Petrol,44.4,Automatic (TC),14.82,176,4.7,58.74594595
BMW,2 Series,Gran Coupe M Performance Edition,1998,Petrol,46,Automatic (TC),14.82,177,4.7,57.02478261
BMW,2 Series,Gran Coupe 220i M Sport Pro,1998,Petrol,46.4,Automatic (TC),14.82,176,4.7,56.2137931
BMW,2 Series,Gran Coupe 220i M Sport Shadow Edition,1998,Petrol,46.9,Automatic (TC),14.82,177,4.7,55.93049041
BMW,2 Series,Gran Coupe 220d M Sport,1995,Diesel,47.4,Automatic (TC),18.64,188,4.7,73.93080169
Benz,C-Class,C 300 AMG Line,1999,Mild Hybrid(Electric + Petrol),66.25,Automatic (TC),17,255,4.7,65.43396226
Benz,A-Class,Limousine 200,1332,Petrol,46.05,Automatic (DCT),15,161,4.7,52.44299674
Benz,A-Class,Limousine 200d,1950,Diesel,48.55,Automatic (DCT),16.3,147,4.7,49.35324408
Benz,EQA,250 Plus,70.5,Electric,67.2,Automatic,560,188,5,1566.666667
Benz,GLA,200,1332,Petrol,50.8,Automatic (DCT),15,161,4.8,47.53937008
Benz,GLA,220d 4MATIC,1950,Diesel,53.8,Automatic (DCT),14,188,4.8,48.92193309
Benz,GLA,220d AMG Line 4MATIC,1950,Diesel,55.8,Automatic (DCT),14,188,4.8,47.16845878
Benz,E-Class,E200,1999,Petrol,79.5,Automatic (TC),12.06,201,4.7,30.49132075
Benz,E-Class,E220d,1993,Diesel,82.5,Automatic (TC),15,194,4.7,35.27272727
Benz,E-Class,450 4MATIC,2999,Petrol,92.5,Automatic (TC),11.9,375,4.7,48.24324324
Benz,GLC,300 4MATIC,1999,Petrol,76.8,Automatic (TC),14.72,255,4.7,48.875
Benz,GLC,220d 4MATIC,1993,Diesel,77.8,Automatic (TC),19.47,194,4.7,48.54987147
Benz,AMG C,43 4MATIC,1991,Petrol,99.4,Automatic (TC),14.5,402,4.8,58.64185111
Benz,AMG A45,S 4Matic Plus,1991,Petrol,93.65,Automatic (DCT),12,421,4.7,53.94554191
Benz,AMG,GLA35 4MATIC,1991,Petrol,63.5,Automatic (DCT),13.4,302,4.8,63.72913386
Benz,EQB,250 Plus,70.5,Electric,72.2,Automatic,535,187.74,4.6,1391.148199
Benz,EQB,350 4MATIC,66.5,Electric,78.9,Automatic,423,288.32,4.6,1545.746008
Land Rover,Range Rover Velar,HSE Dynamic 2.0 Petrol,1998,Petrol,87.9,Automatic (TC),14,247,4.8,39.34015927
Land Rover,Range Rover Velar,HSE Dynamic 2.0 Diesel,1998,Diesel,87.9,Automatic (TC),13.6,201,4.8,31.09897611
Land Rover,Range Rover Evoque,Autobiography Petrol,1997,Mild Hybrid(Electric + Petrol),69.5,Automatic (TC),12.82,247,4.7,45.56172662
Land Rover,Range Rover Evoque,Autobiography Diesel,1998,Mild Hybrid (Electric + Diesel),69.5,Automatic (TC),10.6,201,4.7,30.65611511
Land Rover,Discovery Sport,SE R-Dynamic Diesel,1997,Diesel,67.9,Automatic (TC),12,201,4.2,35.52282769
Land Rover,Discovery Sport,SE R-Dynamic Petrol,1997,Petrol,67.9,Automatic (TC),10.5,247,4.2,38.19587629
MG,Windsor EV,Excite,38,Electric,12,Automatic,331,134,4.5,3696.166667
MG,Windsor EV,Exclusive,38,Electric,13.04,Automatic,331,134,4.5,3401.380368
MG,Windsor EV,Essence,38,Electric,14.14,Automatic,331,134,4.5,3136.775106
MG,Windsor EV,Essence Pro,52.9,Electric,15.6,Automatic,449,134,4.5,3856.794872
MG,Hector,Style 1.5 Turbo MT,1451,Petrol,14.25,Manual,13.79,141,4.5,136.4484211
MG,Hector,Shine Pro 1.5 Turbo MT,1451,Petrol,16.99,Manual,13.79,141,4.5,114.4432019
MG,Hector,Shine Pro 1.5 Turbo CVT,1451,Petrol,17.97,Automatic (CVT),12.34,141,4.5,96.82470785
MG,Hector,Select Pro 1.5 Turbo MT,1451,Petrol,18.33,Manual,13.79,141,4.5,106.0769231
MG,Hector,Shine Pro 2.0 Turbo MT,1956,Diesel,18.58,Manual,15.58,168,4.5,140.8740581
MG,Hector,Smart Pro 1.5 Turbo MT,1451,Petrol,19.31,Manual,13.79,141,4.5,100.6934231
MG,Hector,Select Pro 1.5 Turbo CVT,1451,Petrol,19.59,Automatic (CVT),12.34,141,4.5,88.81776417
MG,Hector,Select Pro 2.0 Turbo MT,1956,Diesel,19.62,Manual,15.58,168,4.5,133.4067278
MG,Hector,Smart Pro 2.0 Turbo MT,1956,Diesel,20.61,Manual,15.58,168,4.5,126.9985444
MG,Hector,Smart Pro 2.0 Turbo MT Dual Tone,1956,Diesel,20.81,Manual,15.58,168,4.5,125.7779914
MG,Hector,Sharp Pro 1.5 Turbo MT,1451,Petrol,20.86,Manual,13.79,141,4.5,93.2114094
MG,Hector,Sharp Pro 1.5 Turbo MT Dual Tone,1451,Petrol,21.06,Manual,13.79,141,4.5,92.32621083
MG,Hector,100-Year Edition 1.5 Turbo MT,1451,Petrol,22.02,Manual,13.79,141,4.5,88.30108992
MG,Hector,Sharp Pro 1.5 Turbo CVT,1451,Petrol,22.07,Automatic (CVT),12.34,141,4.5,78.83733575
MG,Hector,Sharp Pro 2.0 Turbo MT,1956,Diesel,22.25,Manual,15.58,168,4.5,117.6377528
MG,Hector,Sharp Pro 1.5 Turbo CVT Dual Tone,1451,Petrol,22.27,Automatic (CVT),12.34,141,4.5,78.12932196
MG,Hector,Sharp Pro Snowstorm 1.5 Turbo CVT,1451,Petrol,22.39,Automatic (CVT),12.34,141,4.5,77.71058508
MG,Hector,Sharp Pro Blackstorm 1.5 Turbo CVT,1451,Petrol,22.39,Automatic (CVT),12.34,141,4.5,77.71058508
MG,Hector,100-Year Edition 2.0 Turbo MT,1956,Diesel,22.45,Manual,15.58,168,4.5,116.589755
MG,Hector,Sharp Pro 2.0 Turbo MT Dual Tone,1956,Diesel,22.45,Manual,15.58,168,4.5,116.589755
MG,Hector,Sharp Pro Blackstorm 2.0 Turbo MT,1956,Diesel,22.57,Manual,15.58,168,4.5,115.9698715
MG,Hector,Sharp Pro Snowstorm 2.0 Turbo MT,1956,Diesel,22.57,Manual,15.58,168,4.5,115.9698715
MG,Hector,Savvy Pro 1.5 Turbo CVT,1451,Petrol,23.14,Automatic (CVT),12.34,141,4.5,75.19187554
MG,Hector,Savvy Pro 1.5 Turbo CVT Dual Tone,1451,Petrol,23.34,Automatic (CVT),12.34,141,4.5,74.54755784
MG,Comet EV,Executive,17.3,Electric,6.17,Automatic,230,41,4.4,1528.363047
MG,Comet EV,Excite,17.3,Electric,7.33,Automatic,230,41,4.4,1286.493861
MG,Comet EV,Excite FC,17.4,Electric,7.79,Automatic,230,41,4.4,1210.526316
MG,Comet EV,Exclusive,17.3,Electric,8.38,Automatic,230,41,4.4,1125.298329
MG,Comet EV,100-Year Edition,17.3,Electric,8.76,Automatic,230,41,4.4,1076.484018
MG,Comet EV,Exclusive FC,17.4,Electric,8.8,Automatic,230,41,4.4,1071.590909
MG,Comet EV,Blackstorm Edition,17.4,Electric,8.82,Automatic,230,41,4.4,1069.160998
MG,Gloster,Sharp 7 STR 2.0 Turbo 2WD,1996,Diesel,41.07,Automatic (TC),9.5,159,4.2,36.77867056
MG,Gloster,Savvy 7 STR 2.0 Turbo 2WD,1996,Diesel,42.64,Automatic (TC),9.5,159,4.2,35.42448405
MG,Gloster,Savvy 6 STR 2.0 Turbo 2WD,1996,Diesel,42.64,Automatic (TC),9.5,159,4.2,35.42448405
MG,Gloster,Blackstorm 6 STR 2.0 Turbo 2WD,1996,Diesel,43.35,Automatic (TC),9.5,159,4.2,34.84429066
MG,Gloster,Blackstorm 7 STR 2.0 Turbo 2WD,1996,Diesel,43.35,Automatic (TC),9.5,159,4.2,34.84429066
MG,Gloster,Desertstorm 6 STR 2.0 Turbo 2WD,1996,Diesel,43.35,Automatic (TC),9.5,159,4.2,34.84429066
MG,Gloster,Desertstorm 7 STR 2.0 Turbo 2WD,1996,Diesel,43.35,Automatic (TC),9.5,159,4.2,34.84429066
MG,Gloster,Snowstorm 7 STR 2.0 Turbo 2WD,1996,Diesel,43.35,Automatic (TC),9.5,159,4.2,34.84429066
MG,Gloster,Savvy 7 STR 2.0 Twin Turbo 4WD,1996,Diesel,45.53,Automatic (TC),9.5,213,4.2,44.44322425
MG,Gloster,Savvy 6 STR 2.0 Twin Turbo 4WD,1996,Diesel,45.53,Automatic (TC),9.5,213,4.2,44.44322425
MG,Gloster,Blackstorm 6 STR 2.0 Twin Turbo 4WD,1996,Diesel,46.24,Automatic (TC),9.5,213,4.2,43.76081315
MG,Gloster,Blackstorm 7 STR 2.0 Twin Turbo 4WD,1996,Diesel,46.24,Automatic (TC),9.5,213,4.2,43.76081315
MG,Gloster,Desertstorm 6 STR 2.0 Twin Turbo 4WD,1996,Diesel,46.24,Automatic (TC),9.5,213,4.2,43.76081315
MG,Gloster,Desertstorm 7 STR 2.0 Twin Turbo 4WD,1996,Diesel,46.24,Automatic (TC),9.5,213,4.2,43.76081315
MG,Gloster,Snowstorm 7 STR 2.0 Twin Turbo 4WD,1996,Diesel,46.24,Automatic (TC),9.5,213,4.2,43.76081315
MG,Hector Plus,Style 2.0 7 STR,1956,Diesel,17.5,Manual,15.58,168,4.4,149.568
MG,Hector Plus,Style 2.0 6 STR,1956,Diesel,17.5,Manual,15.58,168,4.4,149.568
MG,Hector Plus,Select Pro 1.5 MT 7 STR,1451,Petrol,19.1,Manual,13.79,141,4.4,101.8005236
MG,Hector Plus,Select Pro 1.5 Turbo CVT 7 STR,1451,Petrol,20.36,Automatic (CVT),12.34,141,4.4,85.45874263
MG,Hector Plus,Select Pro 2.0 7 STR,1956,Diesel,20.57,Manual,15.58,168,4.4,127.2455032
MG,Hector Plus,Smart Pro 2.0 Turbo 7 STR,1956,Diesel,20.96,Manual,15.58,168,4.4,124.8778626
MG,Hector Plus,Sharp Pro 1.5 Turbo MT 6 STR,1451,Petrol,21.62,Manual,13.79,141,4.4,89.93478261
MG,Hector Plus,Sharp Pro 1.5 Turbo 7 STR,1451,Petrol,21.62,Manual,13.79,141,4.4,89.93478261
MG,Hector Plus,Sharp Pro 1.5 Turbo 7 STR Dual Tone,1451,Petrol,21.82,Manual,13.79,141,4.4,89.11044913
MG,Hector Plus,Sharp Pro 1.5 Turbo 6 STR Dual Tone,1451,Petrol,21.82,Manual,13.79,141,4.4,89.11044913
MG,Hector Plus,Smart Pro 2.0 Turbo 6 STR,1956,Diesel,21.86,Manual,15.58,168,4.4,119.736505
MG,Hector Plus,100-Year Edition 1.5 Turbo 7 STR,1451,Petrol,22.8,Manual,13.79,141,4.4,85.28026316
MG,Hector Plus,Sharp Pro 2.0 Turbo 7 STR,1956,Diesel,22.85,Manual,15.58,168,4.4,114.5487965
MG,Hector Plus,Sharp Pro 1.5 Turbo CVT 6 STR,1451,Petrol,22.87,Automatic (CVT),12.34,141,4.4,76.07958024
MG,Hector Plus,Sharp Pro 1.5 Turbo CVT 7 STR,1451,Petrol,22.87,Automatic (CVT),12.34,141,4.4,76.07958024
MG,Hector Plus,Sharp Pro Snowstorm 1.5 Turbo CVT 7 STR,1451,Petrol,22.92,Automatic (CVT),12.34,141,4.4,75.91361257
MG,Hector Plus,Sharp Pro 2.0 Turbo 7 STR Dual Tone,1956,Diesel,23.05,Manual,15.58,168,4.4,113.5548807
MG,Hector Plus,Sharp Pro 1.5 Turbo CVT 6 STR Dual Tone,1451,Petrol,23.07,Automatic (CVT),12.34,141,4.4,75.42002601
MG,Hector Plus,Sharp Pro 1.5 Turbo  CVT 7 STR Dual Tone,1451,Petrol,23.07,Automatic (CVT),12.34,141,4.4,75.42002601
MG,Hector Plus,100-Year Edition 2.0 Turbo 7 STR,1956,Diesel,23.08,Manual,15.58,168,4.4,113.407279
MG,Hector Plus,Sharp Pro 2.0 Turbo 6 STR,1956,Diesel,23.11,Manual,15.58,168,4.4,113.2600606
MG,Hector Plus,Sharp Pro Blackstorm 1.5 Turbo CVT 7 STR,1451,Petrol,23.19,Automatic (CVT),12.34,141,4.4,75.0297542
MG,Hector Plus,Sharp Pro Snowstorm 2.0 Turbo MT 7 STR,1956,Diesel,23.2,Manual,15.58,168,4.4,112.8206897
MG,Hector Plus,Sharp Pro Blackstorm 2.0 Turbo 7 STR,1956,Diesel,23.22,Manual,15.58,168,4.4,112.7235142
MG,Hector Plus,Sharp Pro 2.0 Turbo 6 STR Dual Tone,1956,Diesel,23.31,Manual,15.58,168,4.4,112.2882883
MG,Hector Plus,Sharp Pro Snowstorm 2.0 Turbo MT 6 STR,1956,Diesel,23.41,Manual,15.58,168,4.4,111.8086288
MG,Hector Plus,Sharp Pro Blackstorm 2.0 Turbo 6 STR,1956,Diesel,23.43,Manual,15.58,168,4.4,111.7131882
MG,Hector Plus,Savvy Pro 1.5 Turbo CVT 6 STR,1451,Petrol,23.94,Automatic (CVT),12.34,141,4.4,72.67919799
MG,Hector Plus,Savvy Pro 1.5 Turbo CVT 7 STR,1451,Petrol,23.94,Automatic (CVT),12.34,141,4.4,72.67919799
MG,Hector Plus,Savvy Pro 1.5 Turbo CVT 7 STR Dual Tone,1451,Petrol,24.14,Automatic (CVT),12.34,141,4.4,72.07705054
MG,Hector Plus,Savvy Pro 1.5 Turbo CVT 6 STR Dual Tone,1451,Petrol,24.14,Automatic (CVT),12.34,141,4.4,72.07705054
MG,Astor,Sprint 1.5 MT (Ivory),1498,Petrol,11.3,Manual,15.43,108,4.2,147.4725664
MG,Astor,Shine 1.5 MT (Ivory),1498,Petrol,12.48,Manual,15.43,108,4.2,133.5288462
MG,Astor,Select 1.5 MT Blackstorm,1498,Petrol,13.78,Manual,15.43,108,4.2,120.9317852
MG,Astor,Select 1.5 MT (Ivory),1498,Petrol,13.82,Manual,15.43,108,4.2,120.5817656
MG,Astor,Select 1.5 CVT Blackstorm,1498,Petrol,14.81,Automatic (CVT),14.82,108,4.2,108.0729237
MG,Astor,Select 1.5 CVT (Ivory),1498,Petrol,14.85,Automatic (CVT),14.82,108,4.2,107.7818182
MG,Astor,Sharp Pro 1.5 MT (Ivory),1498,Petrol,15.21,Manual,15.43,108,4.2,109.5621302
MG,Astor,Sharp Pro 100-Year Edition 1.5 MT,1498,Petrol,15.41,Manual,15.43,108,4.2,108.1401687
MG,Astor,Sharp Pro 1.5 CVT (Ivory),1498,Petrol,16.49,Automatic (CVT),14.82,108,4.2,97.0624621
MG,Astor,Sharp Pro 1.5 CVT (Ivory) Dual Tone,1498,Petrol,16.69,Automatic (CVT),14.82,108,4.2,95.89934092
MG,Astor,100-Year Edition 1.5 CVT,1498,Petrol,16.73,Automatic (CVT),14.82,108,4.2,95.6700538
MG,Astor,Savvy Pro 1.5 CVT (Ivory),1498,Petrol,17.46,Automatic (CVT),14.82,108,4.2,91.67010309
MG,Astor,Savvy Pro 1.5 CVT Sangria,1498,Petrol,17.56,Automatic (CVT),14.82,108,4.2,91.14806378
MG,Astor,Savvy Pro 1.5 CVT (Ivory) Dual Tone,1498,Petrol,17.66,Automatic (CVT),14.82,108,4.2,90.63193658
MG,Astor,Savvy Pro 1.5 CVT Sangria Dual Tone,1498,Petrol,17.76,Automatic (CVT),14.82,108,4.2,90.12162162
MG,Astor,Savvy Pro 1.3 Turbo AT Sangria,1349,Petrol,18.35,Automatic (TC),16,138,4.2,120.3269755
MG,Astor,Savvy Pro 1.3 Turbo AT Sangria Dual Tone,1349,Petrol,18.55,Automatic (TC),16,138,4.2,119.0296496
MG,ZS EV,Executive,50.3,Electric,16.48,Automatic,461,154,4.2,4307.88835
MG,ZS EV,Excite Pro,50.3,Electric,17.73,Automatic,461,154,4.2,4004.173717
MG,ZS EV,Exclusive Plus Dark Grey,50.3,Electric,22.35,Automatic,461,154,4.2,3176.465324
MG,ZS EV,Exclusive Plus Dual Tone Iconic Ivory,50.3,Electric,22.55,Automatic,461,154,4.2,3148.292683
MG,ZS EV,100-Year Edition,50.3,Electric,22.55,Automatic,461,154,4.2,3148.292683
MG,ZS EV,Essence Dark Grey,50.3,Electric,23.5,Automatic,461,154,4.2,3021.021277
MG,ZS EV,Essence Dual Tone Iconic Ivory,50.3,Electric,23.7,Automatic,461,154,4.2,2995.527426
Honda,Elevate,SV MT,1498,Petrol,11.95,Manual,15.31,119,4.5,152.4594142
Honda,Elevate,V MT,1498,Petrol,12.43,Manual,15.31,119,4.5,146.5720032
Honda,Elevate,Apex Summer Edition V MT,1498,Petrol,12.43,Manual,15.31,119,4.5,146.5720032
Honda,Elevate,Apex Summer Edition V CVT,1498,Petrol,13.63,Automatic(CVT),16.92,119,4.5,147.7241379
Honda,Elevate,V CVT,1498,Petrol,13.63,Automatic (CVT),16.92,119,4.5,147.7241379
Honda,Elevate,VX MT,1498,Petrol,14.14,Manual,15.31,119,4.5,128.8465347
Honda,Elevate,Apex Edition VX MT,1498,Petrol,14.29,Manual,15.31,119,4.5,127.4940518
Honda,Elevate,Apex Edition VX CVT,1498,Petrol,15.29,Automatic(CVT),16.92,119,4.5,131.6860693
Honda,Elevate,VX CVT,1498,Petrol,15.34,Automatic (CVT),16.92,119,4.5,131.2568449
Honda,Elevate,ZX MT,1498,Petrol,15.45,Manual,15.31,119,4.5,117.9216828
Honda,Elevate,Black Edition ZX MT 2024,1498,Petrol,15.51,Manual,15.31,119,4.5,117.4655061
Honda,Elevate,Signature Black Edition ZX MT 2024,1498,Petrol,15.71,Manual,15.31,119,4.5,115.9700827
Honda,Elevate,ZX CVT Dual Tone,1498,Petrol,16.55,Automatic (CVT),16.92,119,4.5,121.660423
Honda,Elevate,ZX CVT,1498,Petrol,16.67,Automatic (CVT),16.92,119,4.5,120.7846431
Honda,Elevate,ZX CVT Dual Tone 2024,1498,Petrol,16.67,Automatic (CVT),16.92,119,4.5,120.7846431
Honda,Elevate,Black Edition ZX CVT 2024,1498,Petrol,16.73,Automatic (CVT),16.92,119,4.5,120.3514644
Honda,Elevate,Signature Black Edition ZX CVT 2024,1498,Petrol,16.93,Automatic (CVT),16.92,119,4.5,118.9297106
Honda,Amaze,V 1.2 MT,1199,Petrol,8.14,Manual,18.65,89,4.7,203.9127764
Honda,Amaze,VX 1.2 MT,1199,Petrol,9.24,Manual,18.65,89,4.7,179.6374459
Honda,Amaze,V 1.2 CVT,1199,Petrol,9.39,Automatic (CVT),19.46,89,4.7,184.4451544
Honda,Amaze,ZX 1.2 MT,1199,Petrol,10.04,Manual,18.65,89,4.7,165.3237052
Honda,Amaze,VX 1.2 CVT,1199,Petrol,10.19,Automatic (CVT),19.46,89,4.7,169.9646712
Honda,Amaze,ZX 1.2 CVT,1199,Petrol,11.24,Automatic (CVT),19.46,89,4.7,154.0871886
Honda,City,SV MT,1498,Petrol,12.42,Manual,17.8,119,4.6,170.547504
Honda,City,Elegant Edition MT,1498,Petrol,12.84,Manual,17.8,119,4.6,164.9688474
Honda,City,V MT,1498,Petrol,13.19,Manual,17.8,119,4.6,160.5913571
Honda,City,V MT Apex Edition,1498,Petrol,13.34,Manual,17.8,119,4.6,158.7856072
Honda,City,Elegant Edition CVT,1498,Petrol,14.09,Automatic (CVT),18.4,119,4.6,155.4009936
Honda,City,VX MT,1498,Petrol,14.26,Manual,17.8,119,4.6,148.5413745
Honda,City,VX MT Apex Edition,1498,Petrol,14.41,Manual,17.8,119,4.6,146.9951423
Honda,City,V CVT,1498,Petrol,14.44,Automatic (CVT),18.4,119,4.6,151.634349
Honda,City,V CVT Apex Edition,1498,Petrol,14.59,Automatic(CVT),18.4,119,4.6,150.0753941
Honda,City,VX CVT Apex Editon,1498,Petrol,15.41,Automatic(CVT),18.4,119,4.6,142.0895522
Honda,City,ZX MT,1498,Petrol,15.44,Manual,17.8,119,4.6,137.1891192
Honda,City,VX CVT,1498,Petrol,15.51,Automatic (CVT),18.4,119,4.6,141.1734365
Honda,City,ZX CVT,1498,Petrol,16.69,Automatic (CVT),18.4,119,4.6,131.1923307
Honda,City Hybrid,eHEV ZX,1498,Hybrid (Electric + Petrol),20.89,Automatic (e-CVT),27.1,97,4.6,125.8353279
Honda,Amaze 2nd Gen,E 1.2 MT,1199,Petrol,7.23,Manual,18.6,89,4.3,228.9626556
